Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_committed_at,message
mylesagray,tanzu-cluster-gitops,search_results/mylesagray/tanzu-cluster-gitops/manifests/knative/05-mt-channel-broker.yaml,2,autoscaling/v2beta2,False,cpu,Resource,70,False,11,2021-03-25T12:33:05Z,2025-04-04T17:41:34Z,2021-05-20T23:58:29Z,Adde IMC and Broker for knative
rytswd,get-istio-multicluster,search_results/rytswd/get-istio-multicluster/clusters/dolphin/istio/installation/generated-manifests/1.9.5/before-retiring/istio-external-gateways-install.yaml,2,autoscaling/v2beta1,False,cpu,Resource,,False,28,2020-10-01T11:19:20Z,2021-11-26T10:24:54Z,2021-05-12T14:18:15Z,"Adjust Canary handling for v1.8 onwards (#15)

* Remove unused files

* Create separate patch files for v1.8 onwards

* Ensure 1.8.5 uses new patch

* Add 1.8.6

* Adjust 1.7.8 handling

* Correct comment, add 1.8.6 as commented out

* Add clarification comment, and correct typo

* Correct patch for 1.8.6

* Use 1.7.8 stable and 1.8.5 canary as default

* Update 1.9.4 with latest spec

* Add 1.9.5

* Add another verification which uses Argo CD

* Update Istio installation step to use kustomize

* Add label clarification"
syntasso,kratix-marketplace,search_results/syntasso/kratix-marketplace/knative/internal/configure-pipeline/dependencies/serving-core.yaml,2,autoscaling/v2,False,cpu,Resource,100,False,13,2022-12-19T11:27:16Z,2025-04-01T20:29:34Z,2023-11-08T16:27:54Z,feat: move knative deps to pipeline
tangchangquan,Path-IM-Server-Demo,search_results/tangchangquan/Path-IM-Server-Demo/app/im-user/cmd/api/deploy/imuser-api.yaml,2,autoscaling/v2beta1,False,memory,Resource,,False,6,2022-05-31T09:47:58Z,2022-05-31T08:11:41Z,2022-05-29T03:33:03Z,"white api, auth api, websocket sendmsg periodlimit"
rytswd,get-istio-multicluster,search_results/rytswd/get-istio-multicluster/clusters/bison/istio/installation/generated-manifests/1.8.5/full-installation/istio-external-gateways-install.yaml,2,autoscaling/v2beta1,False,cpu,Resource,,False,28,2020-10-01T11:19:20Z,2021-11-26T10:24:54Z,2021-05-08T16:30:52Z,"Add canary upgrade support (#12)

* Handle namespace labeling with istioRevision

* Move to use separate file for init

* Change the target revision for testing only

* Use separate target revision for testing

* Add kustomization patch file which would come in handy for later

* Run importer generate

* Remove usage of demo 2 specific files

* Create new directory for generated manifests

* Add patch as a separate reference

* Move full-installation to without-revision

* Run update for armadillo 1.7.8 with canary setup

* Add canary setup for bison and dolphin

* Add without-revision for bison and dolphin

* Add new script for generated manifests

* Add patch reference

* Correct IstioOperator CRs

* Add Argo sync wave for dolphin control plane

* Add generated manifests for 1.8.5 and 1.9.4

* Add canary setup based on with-generated-manifests

* Add new Argo CD App

* Correct link

* Fix typo

* Try canary for control plane

* Correct path

* Add missed file

* Correct app name

* Correct typo

* Migrate to v1.8.5 in main resources

* Add cluster name, and remove istiocoredns

* Remove pod anti affinity on istiod

* Remove affinity from v1.8.5 istiod

* Remove affinity from v1.9.4 istiod

* Remove affinity from v1.7.8 istiod

* Remove affinity from no-operator-install

* Ensure generated-manifests have the same spec as no-operator-install

* Add armadillo connection to bison

* Let Bison go to 1.8.5 fully

* Revert Istio installation for now

* Rename no-operator to generated-manifests in some places

* Update links to stick to the same branch

* Retry canary full roll out

* Add istiod service for Bison

* Try pilotCertProvider of kubernetes for Bison

* Revert pilot cert provider

* Fall back to partial canary

* Retry canary graduation

* Ensure multicluster gateway has mesh and network information

* Add mesh and cluster metadata

* Remove affinity setup from gateways

* Move to 1.8.5 for Armadillo as well

* Ensure Armadillo has mesh information for gateways

* Run istioctl manifest generate with IOP values update

* Revert to 1.7.8

* Copy current IOP to archive for 1.7.8 specific use cases

* Adjust spec for 1.7.8

* Copy for 1.7.8

* Adjust spec for 1.7.8

* Fix up 1.7.8 with no affinity

* Create a new 1.7.8 specific script

* Go for Bison release

* Update multiclutser envoyfilter definition to test

* Add clarification comment

* Adjust EnvoyFilter for Armadillo as well

* Roll out Armadillo's Gateway as well

* Revert the change

* Comment out kind config which seems unnecessary

* Correct target branch

* Revert to use single version only"
bdereims,tkia,search_results/bdereims/tkia/examples/VMs2PODs/front-end.yaml,2,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,2,False,19,2020-09-08T12:40:46Z,2022-06-14T13:03:07Z,2022-06-14T13:03:01Z,update VMs2PODs
rytswd,get-istio-multicluster,search_results/rytswd/get-istio-multicluster/archive/clusters/armadillo/istio/installation/no-operator-install/1.9.4/istio-external-gateways-install.yaml,2,autoscaling/v2beta1,False,cpu,Resource,,False,28,2020-10-01T11:19:20Z,2021-11-26T10:24:54Z,2021-05-11T17:32:52Z,"Doc cleanup (#14)

* Move old doc into archive

* Remove WIP notice

* Add more icons

* Take out cluster information into separate file

* Remove doc from archive, as it won't be able to run importer correctly

* Move all no-operator-install files into archive

* Add more description of Argo CD based setup

* Change image size

* Add more clarification comment

* Correct typo

* Add more links"
rytswd,get-istio-multicluster,search_results/rytswd/get-istio-multicluster/clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-external-gateways-install.yaml,2,autoscaling/v2beta1,False,cpu,Resource,,False,28,2020-10-01T11:19:20Z,2021-11-26T10:24:54Z,2021-05-12T14:18:15Z,"Adjust Canary handling for v1.8 onwards (#15)

* Remove unused files

* Create separate patch files for v1.8 onwards

* Ensure 1.8.5 uses new patch

* Add 1.8.6

* Adjust 1.7.8 handling

* Correct comment, add 1.8.6 as commented out

* Add clarification comment, and correct typo

* Correct patch for 1.8.6

* Use 1.7.8 stable and 1.8.5 canary as default

* Update 1.9.4 with latest spec

* Add 1.9.5

* Add another verification which uses Argo CD

* Update Istio installation step to use kustomize

* Add label clarification"
day112,go-zero-bookstore,search_results/day112/go-zero-bookstore/addrpc.yaml,2,autoscaling/v2beta1,False,memory,Resource,,False,120,2021-02-22T06:36:08Z,2021-09-22T05:08:13Z,2021-02-22T06:39:28Z,go-zero bookstore 从0 到 k8s 部署教程
day112,go-zero-bookstore,search_results/day112/go-zero-bookstore/checkrpc.yaml,2,autoscaling/v2beta1,False,memory,Resource,,False,120,2021-02-22T06:36:08Z,2021-09-22T05:08:13Z,2021-02-22T06:39:28Z,go-zero bookstore 从0 到 k8s 部署教程
suyuan32,simple-admin-core,search_results/suyuan32/simple-admin-core/deploy/k8s/core-rpc.yaml,2,autoscaling/v2,False,memory,Resource,80,False,1767,2021-11-01T12:14:11Z,2025-04-06T01:59:46Z,2022-10-16T05:37:41Z,feat: storing log into persistence volume
pablords,lab-kubernetes-vagrant-ansible,search_results/pablords/lab-kubernetes-vagrant-ansible/shared/jaeger/poc-sidecar/hpa-1.yml,1,autoscaling/v2,False,cpu,Resource,50,False,6,2021-11-16T19:33:04Z,2025-02-19T02:00:35Z,2022-10-26T12:07:55Z,feat: updated all
mmorejon,erase-una-vez-k8s,search_results/mmorejon/erase-una-vez-k8s/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,36,2019-11-24T20:15:13Z,2025-03-04T23:28:51Z,2020-05-24T11:51:01Z,"Add examples used into resources chapter.

Signed-off-by: Manuel Morejon <manuel@mmorejon.io>"
moleculerjs,docker-demo,search_results/moleculerjs/docker-demo/k8s.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,17,2019-06-22T10:07:48Z,2023-02-06T18:25:09Z,2020-09-06T14:44:52Z,update version
paceval,paceval,search_results/paceval/paceval/examples_sources/NodeJS_examples/k8s/pacevalAPIService/chart/api-service-manifest.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,3,2021-03-23T14:38:59Z,2025-03-26T15:36:08Z,2023-04-05T19:31:57Z,try to run gc
pahud,amazon-eks-gpu-scale,search_results/pahud/amazon-eks-gpu-scale/hpa.yaml,1,autoscaling/v2beta1,False,,Object,,False,12,2019-07-07T05:29:46Z,2019-07-07T17:12:46Z,2019-07-07T05:30:14Z,first commit
moleculerjs,docker-demo,search_results/moleculerjs/docker-demo/argocd/k8s.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,17,2019-06-22T10:07:48Z,2023-02-06T18:25:09Z,2020-09-06T14:44:52Z,update version
monofuel,badmars,search_results/monofuel/badmars/k8s/web.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2016-09-26T01:43:01Z,2018-08-19T00:57:44Z,2017-09-23T21:04:13Z,fixes
monofuel,badmars,search_results/monofuel/badmars/k8s/ai.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2016-09-26T01:43:01Z,2018-08-19T00:57:44Z,2017-09-23T20:58:54Z,updates for minikube
overview,overview-server,search_results/overview/overview-server/kubernetes/convert-pst.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,268,2012-05-18T21:00:17Z,2023-01-07T02:17:14Z,2020-08-03T13:22:23Z,"Upgrade to Amazon EKS

We deleted a hell of a lot more than we added.

I moved the database to Amazon RDS, so we don't need to manage its
state. The only stateful volume is the search index.

TODO configure logging.
TODO split out SearchIndex (make it a gRPC server) to be a StatefulSet.
TODO move converters to Fargate Spot.
TODO split out the Tree worker and move it to Fargate Spot."
msfidelis,terraformando-eks,search_results/msfidelis/terraformando-eks/kubernetes/apps/pudim.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,False,104,2020-04-18T20:10:11Z,2021-03-21T01:37:11Z,2021-03-21T00:35:47Z,correção das apis
mumoshu,helm-x,search_results/mumoshu/helm-x/examples/hpa.strategicmergepatch.yaml,1,autoscaling/v2beta1,False,,,,False,174,2019-04-20T08:58:08Z,2023-04-04T21:12:58Z,2019-05-21T15:49:26Z,"feat: `--json-patch` and `--strategic-merge-patch` to apply kustomize patches to release

Resolves #8"
muratkarakas,k8s-templates,search_results/muratkarakas/k8s-templates/hpa/hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,4,2019-10-03T10:47:48Z,2020-09-14T13:27:47Z,2019-10-03T11:42:07Z,initial  commit
nalbam,kubernetes,search_results/nalbam/kubernetes/sample/sample-spring-ing.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,7,2018-04-04T06:35:19Z,2023-10-08T12:29:42Z,2020-07-08T09:26:41Z,yaml
nalbam,kubernetes,search_results/nalbam/kubernetes/sample/prometheus-example-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,7,2018-04-04T06:35:19Z,2023-10-08T12:29:42Z,2020-07-27T08:18:19Z,replace spic.me
netscaler,cloud-native-getting-started,search_results/netscaler/cloud-native-getting-started/gcp/anthos/scaleup/lab-automation/online-boutique/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,49,2019-01-02T14:25:16Z,2024-03-19T07:43:04Z,2022-02-18T17:50:25Z,"- Anthos Scale up usecase

- Added Anthos, VPX, ACM scale up use case"
neumanndaniel,kubernetes,search_results/neumanndaniel/kubernetes/gateway-api/horizontal-pod-autoscaler.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,72,2018-01-30T14:41:00Z,2025-02-05T20:44:58Z,2023-05-21T21:15:07Z,Adding Kubernetes Gatway API examples
pellizzetti,nomero,search_results/pellizzetti/nomero/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,True,3,2021-09-13T06:37:51Z,2021-09-13T22:00:27Z,2021-09-13T22:00:11Z,chore: Add k8s objects configuration
msfidelis,kubernetes-kind-setup,search_results/msfidelis/kubernetes-kind-setup/service-mesh/istio/whois-istio.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,False,24,2021-03-24T20:14:16Z,2024-06-11T02:30:24Z,2023-08-27T01:06:17Z,sync
nicholasdille,heise-k8s-colg,search_results/nicholasdille/heise-k8s-colg/04 Kubernetes meistern/12 Dienste automatisch skalieren/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,7,2020-08-31T10:26:48Z,2024-01-08T11:16:01Z,2020-09-01T10:35:21Z,Initial commit
noobaa,noobaa-operator,search_results/noobaa/noobaa-operator/deploy/internal/hpav2-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,110,2019-07-02T06:53:42Z,2025-04-06T08:29:40Z,2023-07-04T13:43:46Z,"CPU utilization for HPA

Signed-off-by: naveenpaul1 <napaul@redhat.com>"
notaphplover,one-game,search_results/notaphplover/one-game/k8s/one-game-services/frontend/web-ui/web-ui-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,3,2022-11-10T00:03:39Z,2025-04-05T11:44:51Z,2024-01-17T20:20:33Z,chore: add web-ui k8s service
msfidelis,istio-disaster-recovery,search_results/msfidelis/istio-disaster-recovery/talk-linuxtips/00-initial/cc-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,False,29,2021-11-04T02:33:43Z,2023-04-28T01:44:24Z,2023-04-28T01:44:13Z,TALK LINUXTIPS
msfidelis,istio-disaster-recovery,search_results/msfidelis/istio-disaster-recovery/talk-linuxtips/02-retry-connection/orders-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,False,29,2021-11-04T02:33:43Z,2023-04-28T01:44:24Z,2023-04-27T01:22:48Z,Exemplos Talk
openshift-pipelines,operator,search_results/openshift-pipelines/operator/upstream/cmd/kubernetes/operator/kodata/webhook/webhook.yaml,1,autoscaling/v2,False,cpu,Resource,85,False,2,2022-12-02T16:50:55Z,2025-04-06T11:43:09Z,2024-08-13T10:10:10Z,[bot] Update tektoncd/operator
oracle,coherence-operator,search_results/oracle/coherence-operator/examples/200_autoscaler/manifests/hpa.yaml,1,autoscaling/v2beta2,False,heap_memory_usage_after_gc_max_pct,Object,80000m,True,98,2019-03-18T21:02:51Z,2025-04-05T17:59:34Z,2021-09-24T11:01:03Z,"Refactor docs and examples (#508)

Add a simple ""hello world"" Operator example.
Reorganise and clean-up examples docs
Bump Coherence version to 21.06.2"
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.2/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch6.2.2/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.5/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.6/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,First commit
kubeflow,manifests,search_results/kubeflow/manifests/common/istio-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,899,2019-02-27T01:30:19Z,2025-04-05T22:24:36Z,2025-03-06T17:30:24Z,"istio: generate istio-ingressgateway (#3039)

* istio: generate istio-ingressgateway

Signed-off-by: Michael Fraenkel <929377+fraenkel@users.noreply.github.com>

* Update pipeline_test.yaml

Signed-off-by: Julius von Kohout <45896133+juliusvonkohout@users.noreply.github.com>

* 1.24.3

Signed-off-by: juliusvonkohout <45896133+juliusvonkohout@users.noreply.github.com>

---------

Signed-off-by: Michael Fraenkel <929377+fraenkel@users.noreply.github.com>
Signed-off-by: Julius von Kohout <45896133+juliusvonkohout@users.noreply.github.com>
Signed-off-by: juliusvonkohout <45896133+juliusvonkohout@users.noreply.github.com>
Co-authored-by: Julius von Kohout <45896133+juliusvonkohout@users.noreply.github.com>"
